fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,color,index,taste
5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,0,4178,1
5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,0,6075,1
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,1,547,1
6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,0,3172,1
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,0,2988,1
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,0,4319,1
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,0,4585,1
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,1,1410,1
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,1,1427,1
7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,1,188,0
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,0,3554,0
7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,0,4708,0
7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,0,3327,1
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,0,4856,1
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,0,4954,1
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,0,5913,1
7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,0,2630,1
6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,0,6299,0
7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,0,1969,0
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,0,3064,1
7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,0,2587,1
6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.13333333,0,6418,1
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,1,1586,1
11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,1,327,1
7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,0,4323,1
6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,0,4881,1
8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,0,4037,1
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,0,5666,1
6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,0,3952,1
7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,0,3670,1
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,1,1102,1
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,1,885,1
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,1,1332,0
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,1,332,1
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,0,5272,1
7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,0,3537,1
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,1,136,0
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,0,4392,0
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,1,946,1
7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,0,6100,1
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,1,141,0
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,1,1509,1
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,1,964,1
6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,0,2889,1
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,0,4977,1
7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,0,4758,1
6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,0,2202,0
7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,0,5972,1
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,0,4118,1
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,0,2183,1
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,1,1222,1
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,1,887,1
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,0,2654,0
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,0,1835,1
6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,0,3514,1
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,0,3378,1
6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,0,2433,1
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,1,1231,1
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,1,1002,1
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,0,4167,0
6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,0,6492,0
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,0,5594,1
5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,0,5042,1
6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,0,5588,1
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1,1480,0
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,1,1030,1
5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,0,4766,1
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,0,3037,1
7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,0,3691,0
6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,0,3673,0
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,1,940,0
7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,0,1863,1
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,1327,1
5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,0,5853,0
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,0,4642,1
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,0,5083,1
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,1,807,1
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,0,5294,0
6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3,0,3811,1
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,1,832,1
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,1,1425,1
6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,0,4731,0
6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,0,1843,1
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,0,3432,1
5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,0,6120,0
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,0,5753,0
9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,0,3866,0
8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,0,3221,0
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,0,2099,0
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,1,1263,0
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,0,5741,1
5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,0,2495,1
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,1,471,0
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,0,5023,0
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,0,3124,1
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,0,6092,1
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,0,2450,1
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,0,5624,1
7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,0,2615,0
6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,0,3035,0
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,0,3509,0
6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,0,2446,0
6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,0,3872,1
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,1,976,0
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,1,1246,0
10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,1,1124,1
6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,0,4495,0
6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,0,6113,1
8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,1,146,0
5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,0,6185,1
8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,1,18,0
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,0,5205,0
6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,0,3440,0
6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,0,6168,1
7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,0,2066,1
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,1,985,0
9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,0,1769,0
6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,0,6105,0
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,0,2828,1
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,0,2333,1
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,0,4983,1
7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,0,5562,1
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,1,1511,1
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,0,6345,0
9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,0,2907,0
6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,0,3892,1
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,1,988,0
6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,0,5119,1
6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,0,5772,1
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,1,805,1
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,0,2955,0
7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,0,4862,1
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,1,738,1
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,0,2025,1
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,0,6392,1
8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,0,3182,1
7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,1,67,0
6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,0,6296,1
12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,1,549,1
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,1,1154,1
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,0,5948,1
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,0,4978,1
6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,0,4111,1
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,0,3160,1
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,0,5649,1
7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,0,3958,0
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,0,4859,1
8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,0,2481,1
10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,1,467,1
6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,0,4583,1
6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,0,6357,1
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,0,5265,1
7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,0,4127,1
6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,0,2371,1
6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,0,3306,1
7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,0,4672,1
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,1,737,0
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,1,382,1
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0,5996,0
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,0,2012,0
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,1,401,0
7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,0,4560,1
7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,0,4065,0
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,0,5648,1
5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,0,4112,1
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,1,1322,1
7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,0,3911,1
7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,0,6072,0
7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,1,47,0
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,0,4883,1
6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,0,2708,1
6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,0,5098,1
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,1,243,1
5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,0,5617,1
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,0,2073,1
7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,0,3900,1
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,0,5707,1
7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,0,3596,1
10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,1,1224,1
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,0,6045,1
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,0,2744,0
7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,0,3104,1
5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,0,5053,1
7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,0,2872,0
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,0,2819,1
6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,0,3394,0
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,1,840,0
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,0,2276,1
7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,1,603,0
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,1,7,0
7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,0,4424,1
6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,0,4789,0
7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,0,5139,1
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0,6020,1
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,1,1147,1
6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,0,4552,0
6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,0,2321,0
6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,0,5904,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,0,5938,1
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,1,529,1
7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,0,4274,1
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,0,2685,0
7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,0,2088,1
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,0,5262,0
6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,1,193,0
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,1,808,1
6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,0,6050,1
6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,0,4804,0
8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,0,5533,0
5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,0,5269,1
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,0,2192,0
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,1,987,1
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,0,6419,1
6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,0,3368,0
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,1,868,1
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,1,866,0
6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,0,4720,1
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,1,1115,1
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,0,5328,1
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,0,3370,1
5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,0,4654,1
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,0,2826,1
6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,0,6159,1
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,0,6043,0
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,0,3581,1
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,0,5582,1
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,0,5883,1
6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,0,5202,1
6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,0,2002,0
7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8,0,4481,1
6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,0,4051,0
7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,0,4408,1
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1,1205,1
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,1,276,1
7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,0,3620,1
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,0,2153,1
6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,0,4702,1
6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,0,3302,0
8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,0,3707,1
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,0,3899,1
5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,1,95,0
12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,1,242,1
7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,0,3091,0
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,1,883,1
9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,1,694,0
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,1,1545,1
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,1,1558,1
7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,0,5032,0
6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,0,2167,0
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,0,4396,1
7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,0,2549,0
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,0,5695,1
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,0,5574,1
7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,0,3152,1
6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,0,4671,1
5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,0,6162,1
6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,0,3199,1
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,0,5440,1
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,0,2638,1
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,0,2339,1
6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,0,6329,0
9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,0,2723,0
6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,0,2608,1
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,0,6099,1
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,0,3192,1
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,1,943,1
6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,0,5797,0
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,0,5782,1
6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,0,4973,1
6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,0,1786,1
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,1,1467,1
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,0,5824,1
7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,0,3579,1
6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,1,85,1
7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,0,4016,1
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,0,1668,1
7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,0,4156,0
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,0,3151,1
6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,0,2325,0
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,0,2030,0
6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,0,3937,0
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,0,3720,0
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,0,2679,1
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,1,142,0
5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,0,6251,1
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,0,1720,0
7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,0,3667,0
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0,5960,0
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,0,5418,1
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,0,3070,1
8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,1,70,1
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,0,5935,1
5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,0,2006,1
7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,0,4813,1
8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,0,4195,0
